data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2022,1,Region 8,Fentanyl,12 month-ending,01/31/2022,1357,
01/05/2025,2022,2,Region 8,Fentanyl,12 month-ending,02/28/2022,1401,
01/05/2025,2022,3,Region 8,Fentanyl,12 month-ending,03/31/2022,1430,
01/05/2025,2022,4,Region 8,Fentanyl,12 month-ending,04/30/2022,1415,
01/05/2025,2022,5,Region 8,Fentanyl,12 month-ending,05/31/2022,1415,
01/05/2025,2022,6,Region 8,Fentanyl,12 month-ending,06/30/2022,1378,
01/05/2025,2022,7,Region 8,Fentanyl,12 month-ending,07/31/2022,1375,
01/05/2025,2022,8,Region 8,Fentanyl,12 month-ending,08/31/2022,1349,
01/05/2025,2022,9,Region 8,Fentanyl,12 month-ending,09/30/2022,1334,
01/05/2025,2022,10,Region 8,Fentanyl,12 month-ending,10/31/2022,1356,
01/05/2025,2022,11,Region 8,Fentanyl,12 month-ending,11/30/2022,1377,
01/05/2025,2022,12,Region 8,Fentanyl,12 month-ending,12/31/2022,1411,
01/05/2025,2023,1,Region 8,Fentanyl,12 month-ending,01/31/2023,1430,
01/05/2025,2023,2,Region 8,Fentanyl,12 month-ending,02/28/2023,1453,
01/05/2025,2023,3,Region 8,Fentanyl,12 month-ending,03/31/2023,1469,
01/05/2025,2023,4,Region 8,Fentanyl,12 month-ending,04/30/2023,1520,
01/05/2025,2023,5,Region 8,Fentanyl,12 month-ending,05/31/2023,1568,
01/05/2025,2023,6,Region 8,Fentanyl,12 month-ending,06/30/2023,1648,
01/05/2025,2023,7,Region 8,Fentanyl,12 month-ending,07/31/2023,1672,
01/05/2025,2023,8,Region 8,Fentanyl,12 month-ending,08/31/2023,1693,
01/05/2025,2023,9,Region 8,Fentanyl,12 month-ending,09/30/2023,1695,
01/05/2025,2023,10,Region 8,Fentanyl,12 month-ending,10/31/2023,1711,
01/05/2025,2023,11,Region 8,Fentanyl,12 month-ending,11/30/2023,1738,
01/05/2025,2023,12,Region 8,Fentanyl,12 month-ending,12/31/2023,1708,
01/05/2025,2024,1,Region 8,Fentanyl,12 month-ending,01/31/2024,1672,
01/05/2025,2024,2,Region 8,Fentanyl,12 month-ending,02/29/2024,1646,
01/05/2025,2024,3,Region 8,Fentanyl,12 month-ending,03/31/2024,1653,
01/05/2025,2024,4,Region 8,Fentanyl,12 month-ending,04/30/2024,1626,
01/05/2025,2024,5,Region 8,Fentanyl,12 month-ending,05/31/2024,1597,
01/05/2025,2024,6,Region 8,Fentanyl,12 month-ending,06/30/2024,1544,
01/05/2025,2019,1,Region 9,Fentanyl,12 month-ending,01/31/2019,1440,
01/05/2025,2019,2,Region 9,Fentanyl,12 month-ending,02/28/2019,1480,
01/05/2025,2019,3,Region 9,Fentanyl,12 month-ending,03/31/2019,1551,
01/05/2025,2019,4,Region 9,Fentanyl,12 month-ending,04/30/2019,1635,
01/05/2025,2019,5,Region 9,Fentanyl,12 month-ending,05/31/2019,1726,
01/05/2025,2019,6,Region 9,Fentanyl,12 month-ending,06/30/2019,1793,
01/05/2025,2019,7,Region 9,Fentanyl,12 month-ending,07/31/2019,1924,
01/05/2025,2019,8,Region 9,Fentanyl,12 month-ending,08/31/2019,2028,
01/05/2025,2019,9,Region 9,Fentanyl,12 month-ending,09/30/2019,2117,
01/05/2025,2019,10,Region 9,Fentanyl,12 month-ending,10/31/2019,2246,
01/05/2025,2019,11,Region 9,Fentanyl,12 month-ending,11/30/2019,2394,
01/05/2025,2019,12,Region 9,Fentanyl,12 month-ending,12/31/2019,2562,
01/05/2025,2020,1,Region 9,Fentanyl,12 month-ending,01/31/2020,2724,
01/05/2025,2020,2,Region 9,Fentanyl,12 month-ending,02/29/2020,2919,
01/05/2025,2020,3,Region 9,Fentanyl,12 month-ending,03/31/2020,3156,
01/05/2025,2020,4,Region 9,Fentanyl,12 month-ending,04/30/2020,3416,
01/05/2025,2020,5,Region 9,Fentanyl,12 month-ending,05/31/2020,3781,
01/05/2025,2020,6,Region 9,Fentanyl,12 month-ending,06/30/2020,4154,
01/05/2025,2020,7,Region 9,Fentanyl,12 month-ending,07/31/2020,4531,
01/05/2025,2020,8,Region 9,Fentanyl,12 month-ending,08/31/2020,4947,
01/05/2025,2020,9,Region 9,Fentanyl,12 month-ending,09/30/2020,5192,
01/05/2025,2020,10,Region 9,Fentanyl,12 month-ending,10/31/2020,5497,
01/05/2025,2020,11,Region 9,Fentanyl,12 month-ending,11/30/2020,5767,
01/05/2025,2020,12,Region 9,Fentanyl,12 month-ending,12/31/2020,6008,
01/05/2025,2021,1,Region 9,Fentanyl,12 month-ending,01/31/2021,6347,
01/05/2025,2021,2,Region 9,Fentanyl,12 month-ending,02/28/2021,6574,
01/05/2025,2021,3,Region 9,Fentanyl,12 month-ending,03/31/2021,6856,
01/05/2025,2021,4,Region 9,Fentanyl,12 month-ending,04/30/2021,7123,
01/05/2025,2021,5,Region 9,Fentanyl,12 month-ending,05/31/2021,7315,
01/05/2025,2021,6,Region 9,Fentanyl,12 month-ending,06/30/2021,7525,
01/05/2025,2021,7,Region 9,Fentanyl,12 month-ending,07/31/2021,7655,
01/05/2025,2021,8,Region 9,Fentanyl,12 month-ending,08/31/2021,7770,
01/05/2025,2021,9,Region 9,Fentanyl,12 month-ending,09/30/2021,8012,
01/05/2025,2021,10,Region 9,Fentanyl,12 month-ending,10/31/2021,8211,
01/05/2025,2021,11,Region 9,Fentanyl,12 month-ending,11/30/2021,8350,
01/05/2025,2021,12,Region 9,Fentanyl,12 month-ending,12/31/2021,8506,
01/05/2025,2022,1,Region 9,Fentanyl,12 month-ending,01/31/2022,8519,
01/05/2025,2022,2,Region 9,Fentanyl,12 month-ending,02/28/2022,8653,
01/05/2025,2022,3,Region 9,Fentanyl,12 month-ending,03/31/2022,8683,
01/05/2025,2022,4,Region 9,Fentanyl,12 month-ending,04/30/2022,8701,
01/05/2025,2022,5,Region 9,Fentanyl,12 month-ending,05/31/2022,8696,
01/05/2025,2022,6,Region 9,Fentanyl,12 month-ending,06/30/2022,8672,
01/05/2025,2022,7,Region 9,Fentanyl,12 month-ending,07/31/2022,8761,
01/05/2025,2022,8,Region 9,Fentanyl,12 month-ending,08/31/2022,8752,
01/05/2025,2022,9,Region 9,Fentanyl,12 month-ending,09/30/2022,8811,
01/05/2025,2022,10,Region 9,Fentanyl,12 month-ending,10/31/2022,8841,
01/05/2025,2022,11,Region 9,Fentanyl,12 month-ending,11/30/2022,8915,
01/05/2025,2022,12,Region 9,Fentanyl,12 month-ending,12/31/2022,9031,
01/05/2025,2023,1,Region 9,Fentanyl,12 month-ending,01/31/2023,9194,
01/05/2025,2023,2,Region 9,Fentanyl,12 month-ending,02/28/2023,9230,
01/05/2025,2023,3,Region 9,Fentanyl,12 month-ending,03/31/2023,9389,
01/05/2025,2023,4,Region 9,Fentanyl,12 month-ending,04/30/2023,9534,
01/05/2025,2023,5,Region 9,Fentanyl,12 month-ending,05/31/2023,9721,
01/05/2025,2023,6,Region 9,Fentanyl,12 month-ending,06/30/2023,9827,
01/05/2025,2023,7,Region 9,Fentanyl,12 month-ending,07/31/2023,10006,
01/05/2025,2023,8,Region 9,Fentanyl,12 month-ending,08/31/2023,10135,
01/05/2025,2023,9,Region 9,Fentanyl,12 month-ending,09/30/2023,10129,
01/05/2025,2023,10,Region 9,Fentanyl,12 month-ending,10/31/2023,10118,
01/05/2025,2023,11,Region 9,Fentanyl,12 month-ending,11/30/2023,10069,
01/05/2025,2023,12,Region 9,Fentanyl,12 month-ending,12/31/2023,9980,
01/05/2025,2024,1,Region 9,Fentanyl,12 month-ending,01/31/2024,9874,
01/05/2025,2024,2,Region 9,Fentanyl,12 month-ending,02/29/2024,9762,
01/05/2025,2024,3,Region 9,Fentanyl,12 month-ending,03/31/2024,9575,
01/05/2025,2024,4,Region 9,Fentanyl,12 month-ending,04/30/2024,9333,
01/05/2025,2024,5,Region 9,Fentanyl,12 month-ending,05/31/2024,9050,
01/05/2025,2024,6,Region 9,Fentanyl,12 month-ending,06/30/2024,8850,
01/05/2025,2019,1,Region 10,Fentanyl,12 month-ending,01/31/2019,323,
01/05/2025,2019,2,Region 10,Fentanyl,12 month-ending,02/28/2019,325,
01/05/2025,2019,3,Region 10,Fentanyl,12 month-ending,03/31/2019,347,
01/05/2025,2019,4,Region 10,Fentanyl,12 month-ending,04/30/2019,345,
01/05/2025,2019,5,Region 10,Fentanyl,12 month-ending,05/31/2019,345,
01/05/2025,2019,6,Region 10,Fentanyl,12 month-ending,06/30/2019,348,
01/05/2025,2019,7,Region 10,Fentanyl,12 month-ending,07/31/2019,360,
01/05/2025,2019,8,Region 10,Fentanyl,12 month-ending,08/31/2019,358,
01/05/2025,2019,9,Region 10,Fentanyl,12 month-ending,09/30/2019,377,
01/05/2025,2019,10,Region 10,Fentanyl,12 month-ending,10/31/2019,389,
01/05/2025,2019,11,Region 10,Fentanyl,12 month-ending,11/30/2019,406,
01/05/2025,2019,12,Region 10,Fentanyl,12 month-ending,12/31/2019,420,
01/05/2025,2020,1,Region 10,Fentanyl,12 month-ending,01/31/2020,445,
01/05/2025,2020,2,Region 10,Fentanyl,12 month-ending,02/29/2020,454,
01/05/2025,2020,3,Region 10,Fentanyl,12 month-ending,03/31/2020,484,
01/05/2025,2020,4,Region 10,Fentanyl,12 month-ending,04/30/2020,557,
01/05/2025,2020,5,Region 10,Fentanyl,12 month-ending,05/31/2020,640,
01/05/2025,2020,6,Region 10,Fentanyl,12 month-ending,06/30/2020,688,
01/05/2025,2020,7,Region 10,Fentanyl,12 month-ending,07/31/2020,754,
01/05/2025,2020,8,Region 10,Fentanyl,12 month-ending,08/31/2020,808,
01/05/2025,2020,9,Region 10,Fentanyl,12 month-ending,09/30/2020,849,
01/05/2025,2020,10,Region 10,Fentanyl,12 month-ending,10/31/2020,880,
01/05/2025,2020,11,Region 10,Fentanyl,12 month-ending,11/30/2020,928,
01/05/2025,2020,12,Region 10,Fentanyl,12 month-ending,12/31/2020,976,
01/05/2025,2021,1,Region 10,Fentanyl,12 month-ending,01/31/2021,1040,
01/05/2025,2021,2,Region 10,Fentanyl,12 month-ending,02/28/2021,1084,
01/05/2025,2021,3,Region 10,Fentanyl,12 month-ending,03/31/2021,1180,
01/05/2025,2021,4,Region 10,Fentanyl,12 month-ending,04/30/2021,1241,
01/05/2025,2021,5,Region 10,Fentanyl,12 month-ending,05/31/2021,1320,
01/05/2025,2021,6,Region 10,Fentanyl,12 month-ending,06/30/2021,1405,
01/05/2025,2021,7,Region 10,Fentanyl,12 month-ending,07/31/2021,1497,
01/05/2025,2021,8,Region 10,Fentanyl,12 month-ending,08/31/2021,1608,
01/05/2025,2021,9,Region 10,Fentanyl,12 month-ending,09/30/2021,1721,
01/05/2025,2021,10,Region 10,Fentanyl,12 month-ending,10/31/2021,1846,
01/05/2025,2021,11,Region 10,Fentanyl,12 month-ending,11/30/2021,1925,
01/05/2025,2021,12,Region 10,Fentanyl,12 month-ending,12/31/2021,2002,
01/05/2025,2022,1,Region 10,Fentanyl,12 month-ending,01/31/2022,2086,
01/05/2025,2022,2,Region 10,Fentanyl,12 month-ending,02/28/2022,2207,
01/05/2025,2022,3,Region 10,Fentanyl,12 month-ending,03/31/2022,2262,
01/05/2025,2022,4,Region 10,Fentanyl,12 month-ending,04/30/2022,2297,
01/05/2025,2022,5,Region 10,Fentanyl,12 month-ending,05/31/2022,2333,
01/05/2025,2022,6,Region 10,Fentanyl,12 month-ending,06/30/2022,2400,
01/05/2025,2022,7,Region 10,Fentanyl,12 month-ending,07/31/2022,2469,
01/05/2025,2022,8,Region 10,Fentanyl,12 month-ending,08/31/2022,2560,
01/05/2025,2022,9,Region 10,Fentanyl,12 month-ending,09/30/2022,2596,
01/05/2025,2022,10,Region 10,Fentanyl,12 month-ending,10/31/2022,2663,
01/05/2025,2022,11,Region 10,Fentanyl,12 month-ending,11/30/2022,2811,
01/05/2025,2022,12,Region 10,Fentanyl,12 month-ending,12/31/2022,3048,
01/05/2025,2023,1,Region 10,Fentanyl,12 month-ending,01/31/2023,3214,
01/05/2025,2023,2,Region 10,Fentanyl,12 month-ending,02/28/2023,3298,
01/05/2025,2023,3,Region 10,Fentanyl,12 month-ending,03/31/2023,3460,
01/05/2025,2023,4,Region 10,Fentanyl,12 month-ending,04/30/2023,3637,
01/05/2025,2023,5,Region 10,Fentanyl,12 month-ending,05/31/2023,3787,
01/05/2025,2023,6,Region 10,Fentanyl,12 month-ending,06/30/2023,3912,
01/05/2025,2023,7,Region 10,Fentanyl,12 month-ending,07/31/2023,4086,
01/05/2025,2023,8,Region 10,Fentanyl,12 month-ending,08/31/2023,4165,
01/05/2025,2023,9,Region 10,Fentanyl,12 month-ending,09/30/2023,4323,
01/05/2025,2023,10,Region 10,Fentanyl,12 month-ending,10/31/2023,4427,
01/05/2025,2023,11,Region 10,Fentanyl,12 month-ending,11/30/2023,4454,
01/05/2025,2023,12,Region 10,Fentanyl,12 month-ending,12/31/2023,4442,
01/05/2025,2024,1,Region 10,Fentanyl,12 month-ending,01/31/2024,4459,
01/05/2025,2024,2,Region 10,Fentanyl,12 month-ending,02/29/2024,4530,
01/05/2025,2024,3,Region 10,Fentanyl,12 month-ending,03/31/2024,4518,
01/05/2025,2024,4,Region 10,Fentanyl,12 month-ending,04/30/2024,4479,
01/05/2025,2024,5,Region 10,Fentanyl,12 month-ending,05/31/2024,4431,
01/05/2025,2024,6,Region 10,Fentanyl,12 month-ending,06/30/2024,4345,
01/05/2025,2019,1,Region 1,Methamphetamine,12 month-ending,01/31/2019,114,
01/05/2025,2019,2,Region 1,Methamphetamine,12 month-ending,02/28/2019,115,
01/05/2025,2019,3,Region 1,Methamphetamine,12 month-ending,03/31/2019,124,
01/05/2025,2019,4,Region 1,Methamphetamine,12 month-ending,04/30/2019,125,
01/05/2025,2019,5,Region 1,Methamphetamine,12 month-ending,05/31/2019,130,
01/05/2025,2019,6,Region 1,Methamphetamine,12 month-ending,06/30/2019,137,
01/05/2025,2019,7,Region 1,Methamphetamine,12 month-ending,07/31/2019,146,
01/05/2025,2019,8,Region 1,Methamphetamine,12 month-ending,08/31/2019,150,
01/05/2025,2019,9,Region 1,Methamphetamine,12 month-ending,09/30/2019,153,
01/05/2025,2019,10,Region 1,Methamphetamine,12 month-ending,10/31/2019,165,
01/05/2025,2019,11,Region 1,Methamphetamine,12 month-ending,11/30/2019,170,
01/05/2025,2019,12,Region 1,Methamphetamine,12 month-ending,12/31/2019,173,
01/05/2025,2020,1,Region 1,Methamphetamine,12 month-ending,01/31/2020,177,
01/05/2025,2020,2,Region 1,Methamphetamine,12 month-ending,02/29/2020,179,
01/05/2025,2020,3,Region 1,Methamphetamine,12 month-ending,03/31/2020,189,
01/05/2025,2020,4,Region 1,Methamphetamine,12 month-ending,04/30/2020,196,
01/05/2025,2020,5,Region 1,Methamphetamine,12 month-ending,05/31/2020,211,
01/05/2025,2020,6,Region 1,Methamphetamine,12 month-ending,06/30/2020,222,
01/05/2025,2020,7,Region 1,Methamphetamine,12 month-ending,07/31/2020,233,
01/05/2025,2020,8,Region 1,Methamphetamine,12 month-ending,08/31/2020,250,
01/05/2025,2020,9,Region 1,Methamphetamine,12 month-ending,09/30/2020,264,
01/05/2025,2020,10,Region 1,Methamphetamine,12 month-ending,10/31/2020,262,
01/05/2025,2020,11,Region 1,Methamphetamine,12 month-ending,11/30/2020,276,
01/05/2025,2020,12,Region 1,Methamphetamine,12 month-ending,12/31/2020,297,
01/05/2025,2021,1,Region 1,Methamphetamine,12 month-ending,01/31/2021,324,
01/05/2025,2021,2,Region 1,Methamphetamine,12 month-ending,02/28/2021,329,
01/05/2025,2021,3,Region 1,Methamphetamine,12 month-ending,03/31/2021,349,
01/05/2025,2021,4,Region 1,Methamphetamine,12 month-ending,04/30/2021,371,
01/05/2025,2021,5,Region 1,Methamphetamine,12 month-ending,05/31/2021,387,
01/05/2025,2021,6,Region 1,Methamphetamine,12 month-ending,06/30/2021,388,
01/05/2025,2021,7,Region 1,Methamphetamine,12 month-ending,07/31/2021,404,
01/05/2025,2021,8,Region 1,Methamphetamine,12 month-ending,08/31/2021,405,
01/05/2025,2021,9,Region 1,Methamphetamine,12 month-ending,09/30/2021,415,
01/05/2025,2021,10,Region 1,Methamphetamine,12 month-ending,10/31/2021,438,
01/05/2025,2021,11,Region 1,Methamphetamine,12 month-ending,11/30/2021,442,
01/05/2025,2021,12,Region 1,Methamphetamine,12 month-ending,12/31/2021,450,
01/05/2025,2022,1,Region 1,Methamphetamine,12 month-ending,01/31/2022,441,
01/05/2025,2022,2,Region 1,Methamphetamine,12 month-ending,02/28/2022,454,
01/05/2025,2022,3,Region 1,Methamphetamine,12 month-ending,03/31/2022,457,
01/05/2025,2022,4,Region 1,Methamphetamine,12 month-ending,04/30/2022,468,
01/05/2025,2022,5,Region 1,Methamphetamine,12 month-ending,05/31/2022,462,
01/05/2025,2022,6,Region 1,Methamphetamine,12 month-ending,06/30/2022,476,
01/05/2025,2022,7,Region 1,Methamphetamine,12 month-ending,07/31/2022,475,
01/05/2025,2022,8,Region 1,Methamphetamine,12 month-ending,08/31/2022,490,
01/05/2025,2022,9,Region 1,Methamphetamine,12 month-ending,09/30/2022,490,
01/05/2025,2022,10,Region 1,Methamphetamine,12 month-ending,10/31/2022,489,
01/05/2025,2022,11,Region 1,Methamphetamine,12 month-ending,11/30/2022,502,
01/05/2025,2022,12,Region 1,Methamphetamine,12 month-ending,12/31/2022,505,
01/05/2025,2023,1,Region 1,Methamphetamine,12 month-ending,01/31/2023,516,
01/05/2025,2023,2,Region 1,Methamphetamine,12 month-ending,02/28/2023,525,
01/05/2025,2023,3,Region 1,Methamphetamine,12 month-ending,03/31/2023,500,
01/05/2025,2023,4,Region 1,Methamphetamine,12 month-ending,04/30/2023,487,
01/05/2025,2023,5,Region 1,Methamphetamine,12 month-ending,05/31/2023,478,
01/05/2025,2023,6,Region 1,Methamphetamine,12 month-ending,06/30/2023,476,
01/05/2025,2023,7,Region 1,Methamphetamine,12 month-ending,07/31/2023,474,
01/05/2025,2023,8,Region 1,Methamphetamine,12 month-ending,08/31/2023,452,
01/05/2025,2023,9,Region 1,Methamphetamine,12 month-ending,09/30/2023,454,
01/05/2025,2023,10,Region 1,Methamphetamine,12 month-ending,10/31/2023,445,
01/05/2025,2023,11,Region 1,Methamphetamine,12 month-ending,11/30/2023,430,
01/05/2025,2023,12,Region 1,Methamphetamine,12 month-ending,12/31/2023,426,
01/05/2025,2024,1,Region 1,Methamphetamine,12 month-ending,01/31/2024,422,
01/05/2025,2024,2,Region 1,Methamphetamine,12 month-ending,02/29/2024,420,
01/05/2025,2024,3,Region 1,Methamphetamine,12 month-ending,03/31/2024,437,
01/05/2025,2024,4,Region 1,Methamphetamine,12 month-ending,04/30/2024,426,
01/05/2025,2024,5,Region 1,Methamphetamine,12 month-ending,05/31/2024,426,
01/05/2025,2024,6,Region 1,Methamphetamine,12 month-ending,06/30/2024,423,
01/05/2025,2019,1,Region 2,Methamphetamine,12 month-ending,01/31/2019,164,
01/05/2025,2019,2,Region 2,Methamphetamine,12 month-ending,02/28/2019,166,
01/05/2025,2019,3,Region 2,Methamphetamine,12 month-ending,03/31/2019,171,
01/05/2025,2019,4,Region 2,Methamphetamine,12 month-ending,04/30/2019,163,
01/05/2025,2019,5,Region 2,Methamphetamine,12 month-ending,05/31/2019,172,
01/05/2025,2019,6,Region 2,Methamphetamine,12 month-ending,06/30/2019,180,
01/05/2025,2019,7,Region 2,Methamphetamine,12 month-ending,07/31/2019,195,
01/05/2025,2019,8,Region 2,Methamphetamine,12 month-ending,08/31/2019,212,
01/05/2025,2019,9,Region 2,Methamphetamine,12 month-ending,09/30/2019,217,
01/05/2025,2019,10,Region 2,Methamphetamine,12 month-ending,10/31/2019,236,
01/05/2025,2019,11,Region 2,Methamphetamine,12 month-ending,11/30/2019,246,
01/05/2025,2019,12,Region 2,Methamphetamine,12 month-ending,12/31/2019,267,
01/05/2025,2020,1,Region 2,Methamphetamine,12 month-ending,01/31/2020,282,
01/05/2025,2020,2,Region 2,Methamphetamine,12 month-ending,02/29/2020,295,
01/05/2025,2020,3,Region 2,Methamphetamine,12 month-ending,03/31/2020,327,
01/05/2025,2020,4,Region 2,Methamphetamine,12 month-ending,04/30/2020,342,
01/05/2025,2020,5,Region 2,Methamphetamine,12 month-ending,05/31/2020,370,
01/05/2025,2020,6,Region 2,Methamphetamine,12 month-ending,06/30/2020,375,
01/05/2025,2020,7,Region 2,Methamphetamine,12 month-ending,07/31/2020,405,
01/05/2025,2020,8,Region 2,Methamphetamine,12 month-ending,08/31/2020,417,
01/05/2025,2020,9,Region 2,Methamphetamine,12 month-ending,09/30/2020,441,
01/05/2025,2020,10,Region 2,Methamphetamine,12 month-ending,10/31/2020,446,
01/05/2025,2020,11,Region 2,Methamphetamine,12 month-ending,11/30/2020,460,
01/05/2025,2020,12,Region 2,Methamphetamine,12 month-ending,12/31/2020,467,
01/05/2025,2021,1,Region 2,Methamphetamine,12 month-ending,01/31/2021,486,
01/05/2025,2021,2,Region 2,Methamphetamine,12 month-ending,02/28/2021,500,
01/05/2025,2021,3,Region 2,Methamphetamine,12 month-ending,03/31/2021,516,
01/05/2025,2021,4,Region 2,Methamphetamine,12 month-ending,04/30/2021,548,
01/05/2025,2021,5,Region 2,Methamphetamine,12 month-ending,05/31/2021,556,
01/05/2025,2021,6,Region 2,Methamphetamine,12 month-ending,06/30/2021,588,
01/05/2025,2021,7,Region 2,Methamphetamine,12 month-ending,07/31/2021,591,
01/05/2025,2021,8,Region 2,Methamphetamine,12 month-ending,08/31/2021,615,
01/05/2025,2021,9,Region 2,Methamphetamine,12 month-ending,09/30/2021,620,
01/05/2025,2021,10,Region 2,Methamphetamine,12 month-ending,10/31/2021,642,
01/05/2025,2021,11,Region 2,Methamphetamine,12 month-ending,11/30/2021,648,
01/05/2025,2021,12,Region 2,Methamphetamine,12 month-ending,12/31/2021,662,
01/05/2025,2022,1,Region 2,Methamphetamine,12 month-ending,01/31/2022,687,
01/05/2025,2022,2,Region 2,Methamphetamine,12 month-ending,02/28/2022,689,
01/05/2025,2022,3,Region 2,Methamphetamine,12 month-ending,03/31/2022,679,
01/05/2025,2022,4,Region 2,Methamphetamine,12 month-ending,04/30/2022,675,
01/05/2025,2022,5,Region 2,Methamphetamine,12 month-ending,05/31/2022,674,
01/05/2025,2022,6,Region 2,Methamphetamine,12 month-ending,06/30/2022,685,
01/05/2025,2022,7,Region 2,Methamphetamine,12 month-ending,07/31/2022,688,
01/05/2025,2022,8,Region 2,Methamphetamine,12 month-ending,08/31/2022,684,
01/05/2025,2022,9,Region 2,Methamphetamine,12 month-ending,09/30/2022,695,
01/05/2025,2022,10,Region 2,Methamphetamine,12 month-ending,10/31/2022,713,
01/05/2025,2022,11,Region 2,Methamphetamine,12 month-ending,11/30/2022,739,
01/05/2025,2022,12,Region 2,Methamphetamine,12 month-ending,12/31/2022,760,
01/05/2025,2023,1,Region 2,Methamphetamine,12 month-ending,01/31/2023,758,
01/05/2025,2023,2,Region 2,Methamphetamine,12 month-ending,02/28/2023,769,
01/05/2025,2023,3,Region 2,Methamphetamine,12 month-ending,03/31/2023,780,
01/05/2025,2023,4,Region 2,Methamphetamine,12 month-ending,04/30/2023,793,
01/05/2025,2023,5,Region 2,Methamphetamine,12 month-ending,05/31/2023,798,
01/05/2025,2023,6,Region 2,Methamphetamine,12 month-ending,06/30/2023,793,
01/05/2025,2023,7,Region 2,Methamphetamine,12 month-ending,07/31/2023,797,
01/05/2025,2023,8,Region 2,Methamphetamine,12 month-ending,08/31/2023,790,
01/05/2025,2023,9,Region 2,Methamphetamine,12 month-ending,09/30/2023,785,
01/05/2025,2023,10,Region 2,Methamphetamine,12 month-ending,10/31/2023,766,
01/05/2025,2023,11,Region 2,Methamphetamine,12 month-ending,11/30/2023,741,
01/05/2025,2023,12,Region 2,Methamphetamine,12 month-ending,12/31/2023,702,
01/05/2025,2024,1,Region 2,Methamphetamine,12 month-ending,01/31/2024,681,
01/05/2025,2024,2,Region 2,Methamphetamine,12 month-ending,02/29/2024,681,
01/05/2025,2024,3,Region 2,Methamphetamine,12 month-ending,03/31/2024,658,
01/05/2025,2024,4,Region 2,Methamphetamine,12 month-ending,04/30/2024,646,
01/05/2025,2024,5,Region 2,Methamphetamine,12 month-ending,05/31/2024,645,
01/05/2025,2024,6,Region 2,Methamphetamine,12 month-ending,06/30/2024,635,
01/05/2025,2019,1,Region 3,Methamphetamine,12 month-ending,01/31/2019,744,
01/05/2025,2019,2,Region 3,Methamphetamine,12 month-ending,02/28/2019,771,
01/05/2025,2019,3,Region 3,Methamphetamine,12 month-ending,03/31/2019,801,
01/05/2025,2019,4,Region 3,Methamphetamine,12 month-ending,04/30/2019,809,
01/05/2025,2019,5,Region 3,Methamphetamine,12 month-ending,05/31/2019,821,
01/05/2025,2019,6,Region 3,Methamphetamine,12 month-ending,06/30/2019,816,
01/05/2025,2019,7,Region 3,Methamphetamine,12 month-ending,07/31/2019,853,
01/05/2025,2019,8,Region 3,Methamphetamine,12 month-ending,08/31/2019,861,
01/05/2025,2019,9,Region 3,Methamphetamine,12 month-ending,09/30/2019,861,
01/05/2025,2019,10,Region 3,Methamphetamine,12 month-ending,10/31/2019,910,
01/05/2025,2019,11,Region 3,Methamphetamine,12 month-ending,11/30/2019,945,
01/05/2025,2019,12,Region 3,Methamphetamine,12 month-ending,12/31/2019,1005,
01/05/2025,2020,1,Region 3,Methamphetamine,12 month-ending,01/31/2020,1030,
01/05/2025,2020,2,Region 3,Methamphetamine,12 month-ending,02/29/2020,1076,
01/05/2025,2020,3,Region 3,Methamphetamine,12 month-ending,03/31/2020,1111,
01/05/2025,2020,4,Region 3,Methamphetamine,12 month-ending,04/30/2020,1201,
01/05/2025,2020,5,Region 3,Methamphetamine,12 month-ending,05/31/2020,1305,
01/05/2025,2020,6,Region 3,Methamphetamine,12 month-ending,06/30/2020,1415,
01/05/2025,2020,7,Region 3,Methamphetamine,12 month-ending,07/31/2020,1467,
01/05/2025,2020,8,Region 3,Methamphetamine,12 month-ending,08/31/2020,1553,
01/05/2025,2020,9,Region 3,Methamphetamine,12 month-ending,09/30/2020,1645,
01/05/2025,2020,10,Region 3,Methamphetamine,12 month-ending,10/31/2020,1699,
01/05/2025,2020,11,Region 3,Methamphetamine,12 month-ending,11/30/2020,1784,
01/05/2025,2020,12,Region 3,Methamphetamine,12 month-ending,12/31/2020,1825,
01/05/2025,2021,1,Region 3,Methamphetamine,12 month-ending,01/31/2021,1914,
01/05/2025,2021,2,Region 3,Methamphetamine,12 month-ending,02/28/2021,2003,
01/05/2025,2021,3,Region 3,Methamphetamine,12 month-ending,03/31/2021,2118,
01/05/2025,2021,4,Region 3,Methamphetamine,12 month-ending,04/30/2021,2184,
01/05/2025,2021,5,Region 3,Methamphetamine,12 month-ending,05/31/2021,2229,
01/05/2025,2021,6,Region 3,Methamphetamine,12 month-ending,06/30/2021,2237,
01/05/2025,2021,7,Region 3,Methamphetamine,12 month-ending,07/31/2021,2272,
01/05/2025,2021,8,Region 3,Methamphetamine,12 month-ending,08/31/2021,2317,
01/05/2025,2021,9,Region 3,Methamphetamine,12 month-ending,09/30/2021,2339,
01/05/2025,2021,10,Region 3,Methamphetamine,12 month-ending,10/31/2021,2358,
01/05/2025,2021,11,Region 3,Methamphetamine,12 month-ending,11/30/2021,2377,
01/05/2025,2021,12,Region 3,Methamphetamine,12 month-ending,12/31/2021,2393,
01/05/2025,2022,1,Region 3,Methamphetamine,12 month-ending,01/31/2022,2411,
